id,country_city,start_time,end_time,date,mean_temp_celsius,incentive_local,exchange_usd_local,incentive_usd,gender,point_value,site_id,session_n,subject_n,tr_opponet_n,ch_opponent_n,version,treatment,dc_cl_ps,dc_cl_envy,dc_c_ps,dc_c_envy,dc_cl_ps_points,dc_cl_envy_points,dc_c_ps_points,dc_c_envy_points,pr_correct,pr_wrong,pr_not_attempted,tr_correct,tr_wrong,tr_not_attempted,tr_die,tr_total,tr_guess_correct,tr_guess_die,tr_guess_total,tr_other_correct,tr_other_die,tr_other_total,tr_result,tr_points,f_happy,f_energetic,f_frustrated,f_last_meal_min,ch_correct,ch_wrong,ch_not_attempted,ch_die,ch_total,ch_tournament,ch_other_correct,ch_other_die,ch_other_total,ch_result,ch_points,ct_selected,ct_tails,ct_points,task_paid,complete,total_points,total_local_paid,total_usd_paid,final_version,comment,f_last_meal_time,start_time_h,end_time_h,q1_gender,q2_age,q3_education,q4a_live_district,q4b_live_town,q5a_birth_district,q5b_birth_town,q6a_departament,q6b_career,q7_people_household,q8_marital_status,q9_live_with,q10_children_care,q11_children_biological,q12_religion,q13_occupation,q14_socioeconomic_status,q15_income_consistency,q16_membership,q17_exposure_index,q18_stress_1,q19_stress_2,q20_stress_3,q21_stress_4,q22_stress_5,q23_stress_6,q24_stress_7,q25_stress_8,q26_stress_9,q27_stress_10,q28_stress_11,q29_stress_12,q30_stress_13,q31_stress_14,q32_stress_15,q33_last_month_1,q34_last_month_2,q35_last_month_3,q36_last_month_4,q37_last_month_5,q38_last_month_6,q39_last_month_7,q40_last_month_8,q41_last_month_9,q42_last_month_10,q43_satisfaction_1,q44_satisfaction_2,q45_satisfaction_3,q46_satisfaction_4,q47_satisfaction_5,q48_trust_1,q49_trust_2,q50_check,q51_trust_3,q52_trust_4,q53_trust_5,q54_trust_6,q55_trust_7,q56_trust_8,q57_gender_1,q58_gender_2,q59_gender_3,q60_gender_4,q61_gender_5,q62_gender_6,q63_gender_7,q64_gender_8,q65_gender_9,q66_gender_10,q67_gender_11,q68_gender_12,q69_gender_13,q70_gender_14,q71_gender_15,q72_gender_16,q73_gender_17,q74_gender_18,q75_gender_19,q76_gender_20,q77_gender_21,q78_gender_22,q79_gender_23,q80_discounting_1,q81_discounting_2,q82_discounting_3,q83_discounting_4,q84a_friends,q84b_friends,q84c_friends,q85_feelings_1,q86_feelings_2,q87_feelings_3,q88_feelings_4
001022009,mexico_chapingo,12H 10M 0S,13H 18M 0S,2022-06-21,31.1417910447761,100,20,5,Female,5,1,22,9,7,NA,B,1,1,2,1,2,12,16,12,18,3,0,9,5,0,7,5,10,5,4,9,6,3,9,2,20,9,9,0,720,3,0,9,6,9,0,8,1,9,NA,9,2,1,14.5,6,1,20,200,10,1,NA,12 0,12,13,Female,18,5,NA,NA,"cuetzalan del progreso, puebla",santiago yacuintlapan,preparatoria agricola,preparatoria agricola,3,1,112,0,0,Non-religious,6,7,1,No,1256,2,3,4,3,3,2,3,4,3,5,4,3,2,3,2,4,3,4,3,4,3,4,4,3,3,4,NA,3,4,5,3,4,6,2,4,3,2,1,2,2,3,5,3,3,1,5,5,3,4,1,4,1,1,NA,3,4,5,3,4,5,3,4,3,1,50000,3,1,0,0,8,10,9,1
001022010,mexico_chapingo,12H 10M 0S,13H 18M 0S,2022-06-21,31.1417910447761,100,20,5,Male,5,1,22,10,11,NA,B,1,1,2,1,2,16,16,16,18,5,0,7,7,1,4,3,10,5,4,9,8,4,12,0,0,5,10,5,900,8,2,2,2,10,0,8,1,9,NA,10,6,1,30,6,1,0,100,5,1,NA,15 0,12,13,Male,24,5,texcoco,NA,coscomatepec,NA,DICEA,comercio internacional,3,1,11,0,0,Catholic,6,5,1,No,346,1,5,3,2,1,1,1,2,5,1,3,4,3,5,3,3,4,4,2,3,4,3,3,2,3,4,4,5,5,4,3,1,6,1,2,4,3,3,3,1,5,5,5,2,1,5,2,1,5,1,1,1,1,1,1,5,4,3,4,5,1,3,1,2,NA,4,1,1,1,9,10,9,3
001022011,mexico_chapingo,12H 10M 0S,13H 18M 0S,2022-06-21,31.1417910447761,100,20,5,Female,5,1,22,11,10,14,B,1,1,1,1,1,16,20,16,21,6,1,5,8,0,4,4,12,8,5,13,7,3,10,2,24,10,8,0,300,7,1,4,4,11,1,7,4,11,1,11,4,1,21.5,6,1,24,220,11,1,NA,5 0,12,13,Female,21,5,texcoco,texcoco,atepec,san juan atepec,DIA,industrias,5,1,12,2,0,Catholic,6,4,3,No,12356,5,5,1,2,1,5,5,4,5,3,1,1,4,5,5,4,5,4,3,3,4,2,3,3,4,4,4,3,2,4,3,3,6,1,4,3,3,2,3,2,4,5,4,3,1,5,5,1,5,1,5,1,1,5,4,4,3,4,2,5,3,1,1,1,NA,2,3,0,0,7,9,9,1
001022013,mexico_chapingo,12H 10M 0S,13H 18M 0S,2022-06-21,31.1417910447761,100,20,5,Female,5,1,22,13,14,NA,B,1,1,1,1,1,16,16,12,21,3,0,9,6,1,5,1,7,8,4,12,8,4,12,0,0,5,8,5,1020,3,2,7,6,9,0,8,1,9,NA,9,4,1,21.5,6,1,0,100,5,1,NA,17 0,12,13,Female,19,4,texcoco,cooperativa,yurecuaro,monteleon,preparatoria agricola,NA,5,1,NA,0,0,Non-religious,6,4,1,No,12356,3,2,5,3,3,5,2,2,5,4,1,4,1,5,1,2,4,5,4,3,1,3,3,4,2,4,4,2,5,3,3,2,6,3,4,4,3,3,4,3,5,5,4,2,1,4,5,1,5,1,4,1,1,2,3,4,4,2,5,5,3,4,1,2,100000,4,1,1,0,5,6,8,8
001022014,mexico_chapingo,12H 10M 0S,13H 18M 0S,2022-06-21,31.1417910447761,100,20,5,Female,5,1,22,14,13,11,B,1,1,1,2,2,16,16,20,18,5,3,4,8,1,3,4,12,6,3,9,6,1,7,2,24,9,9,0,120,9,1,2,3,12,1,9,3,12,1,12,5,1,26,6,1,24,220,11,1,NA,2 0,12,13,Female,21,6,texcoco,san mateo huexotla,oaxaca,mihuatlan,DICEA,comercio internacional,4,1,246,0,0,Catholic,6,3,3,No,6,4,5,5,3,4,3,3,2,3,2,1,2,2,2,2,2,2,3,5,4,2,5,4,4,4,4,3,4,5,4,3,2,6,1,2,2,2,2,3,2,2,5,5,2,1,4,3,3,5,1,1,1,1,3,4,1,2,1,1,5,3,4,NA,2,10000,4,2,1,1,2,1,8,2
001022015,mexico_chapingo,12H 10M 0S,13H 18M 0S,2022-06-21,31.1417910447761,100,20,5,Male,5,1,22,15,16,NA,B,1,1,2,1,2,16,20,12,23,7,0,5,6,2,4,3,9,4,2,6,7,2,9,1,9,8,7,2,720,7,4,1,2,9,0,8,1,9,NA,9,2,1,14.5,6,1,9,145,7.25,1,NA,12 0,12,13,Male,20,4,texcoco,la cabaña,soyaniquilpan de juarez,san juan daxthi,DIMA,mecanica agricola,3,1,46,0,0,Catholic,6,6,4,No,2,5,4,3,4,4,2,3,2,4,3,2,1,1,2,1,2,3,2,2,2,3,2,3,2,3,3,3,4,4,4,2,4,6,1,2,3,1,1,1,2,3,5,4,4,1,4,4,1,5,1,1,1,1,4,4,2,5,3,3,5,2,2,1,3,1000000,2,1,1,0,8,9,7,2
001022016,mexico_chapingo,12H 10M 0S,13H 18M 0S,2022-06-21,31.1417910447761,100,20,5,Female,5,1,22,16,15,NA,B,1,1,2,2,2,16,20,20,23,5,1,6,7,2,3,2,9,8,4,12,6,3,9,1,9,10,9,2,720,4,2,6,3,7,0,8,1,9,NA,7,6,1,30,6,1,9,145,7.25,1,NA,12 0,12,13,Female,21,5,texcoco,estado de mexico,pichucalco,chiapas,DIMA,mecatronica,5,1,NA,0,0,Catholic,6,5,1,No,6,5,4,3,5,3,5,2,3,3,3,2,3,2,3,2,3,3,5,3,4,3,4,3,3,4,5,3,4,3,5,2,3,6,1,3,2,2,2,2,3,3,4,5,2,1,5,5,1,5,1,1,1,1,3,3,3,2,2,4,5,2,3,3,2,12000,3,1,1,1,9,8,8,2
001023001,mexico_chapingo,14H 12M 0S,15H 18M 0S,2022-06-21,32.3,100,20,5,Male,5,1,23,1,2,14,B,1,1,1,1,1,16,16,12,21,5,2,5,7,3,2,2,9,8,1,9,7,1,8,2,18,9,10,0,180,8,4,0,5,13,1,8,5,13,1,13,1,1,11,1,1,1,105,5.25,1,NA,3 0,14,15,Male,21,5,texcoco,texcoco,texcoco,texcoco,DICEA,INGEA,3,1,26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,3,4,2,3,1,2,1,3,2,3,2,3,4,4,2,4,4,3,2,4,4,4,5,5,3,3,1,1,2,2,2,2,2,3,2,4,4,2,1,5,5,1,4,1,2,1,1,3,3,3,4,1,4,5,3,1,4,2,NA,3,3,0,3,9,9,9,8
001023002,mexico_chapingo,14H 12M 0S,15H 18M 0S,2022-06-21,32.3,100,20,5,Female,5,1,23,2,1,NA,B,1,1,1,2,2,16,16,20,18,4,0,8,7,1,4,1,8,5,3,8,7,2,9,0,0,5,7,4,30,8,1,3,6,14,0,8,6,14,NA,14,2,1,14.5,1,1,1,105,5.25,1,NA,0 30,14,15,Female,22,5,texcoco,NA,rodeo,rodeo,DICEA,INGEA,2,1,12,0,0,Non-religious,6,4,3,No,NA,3,2,5,5,5,4,3,2,4,4,1,4,1,5,5,4,5,4,2,2,4,3,2,4,5,3,1,3,4,3,4,2,1,1,4,2,2,1,2,3,2,1,5,3,1,4,5,1,5,1,2,1,1,3,3,3,5,1,3,5,3,1,4,2,100000,3,5,3,3,8,9,5,3
001023003,mexico_chapingo,14H 12M 0S,15H 18M 0S,2022-06-21,32.3,100,20,5,Male,5,1,23,3,5,6,B,1,1,2,1,2,16,16,12,23,8,0,4,7,1,4,6,13,8,3,11,5,3,8,2,26,9,8,3,180,7,3,2,5,12,1,7,5,12,1,12,2,1,14.5,1,1,1,105,5.25,1,NA,3 0,14,15,Male,22,5,texcoco,salitreria,tepeji de rodriguez,huejonapan,irrigacion,ingeniero en irrigacion,8,1,2467,0,0,Non-religious,6,2,3,No,236,3,3,1,4,1,2,4,2,3,2,1,1,1,3,2,3,3,4,4,2,3,3,3,4,4,4,NA,3,5,4,2,2,1,1,4,2,4,2,2,3,4,5,5,3,1,4,4,2,4,2,3,1,1,2,3,3,4,4,3,5,3,4,1,2,NA,3,0,0,0,7,8,7,7
001023005,mexico_chapingo,14H 12M 0S,15H 18M 0S,2022-06-21,32.3,100,20,5,Female,5,1,23,5,3,NA,B,1,1,1,2,2,16,20,20,23,6,1,5,5,2,5,3,8,6,4,10,7,6,13,0,0,5,4,8,20,6,2,4,4,10,0,8,6,14,NA,10,2,1,14.5,1,1,1,105,5.25,1,NA,0 20,14,15,Female,20,5,texcoco,texcoco,totutla,mata oscura,DICEA,administracion y negocios,3,1,24,NA,NA,Catholic,6,4,4,No,2,2,4,3,4,3,1,3,3,4,5,2,3,1,4,2,3,2,3,3,2,3,3,1,3,4,4,NA,3,4,4,3,2,1,1,3,3,3,3,3,3,4,5,4,3,1,5,3,1,5,1,1,1,1,2,3,3,5,5,2,5,3,5,2,2,20000,2,0,0,0,5,5,5,7
001023006,mexico_chapingo,14H 12M 0S,15H 18M 0S,2022-06-21,32.3,100,20,5,Male,5,1,23,6,9,3,B,1,1,2,2,2,16,20,20,23,5,0,7,6,2,4,3,9,6,2,8,9,3,12,0,0,8,8,1,30,6,5,1,5,11,1,6,5,11,1,11,3,1,18,1,1,1,105,5.25,1,NA,0 30,14,15,Male,23,5,texcoco,el carmen,texcoco,el carmen,DICEA,INGEA,5,1,26,1,0,Non-religious,6,8,2,No,2356,4,4,1,3,2,4,3,1,1,2,1,2,2,1,1,2,1,3,4,4,2,5,4,2,2,4,4,4,4,5,3,3,1,1,2,3,2,1,2,3,3,4,5,3,1,5,3,1,5,1,1,1,1,2,2,4,5,3,5,5,3,3,3,1,80000,4,4,4,0,9,9,8,3
001023009,mexico_chapingo,14H 12M 0S,15H 18M 0S,2022-06-21,32.3,100,20,5,Male,5,1,23,9,6,NA,B,1,1,2,1,2,16,20,12,23,7,0,5,9,3,0,3,12,7,4,11,6,3,9,2,24,8,6,0,300,7,4,1,4,11,0,8,6,14,NA,11,5,1,26,1,1,1,105,5.25,1,NA,5 0,14,15,Male,20,5,texcoco,texcoco,"nuevo ideal, durango","nuevo ideal, durango",DIMA,mecanica agricola,5,1,NA,0,0,Catholic,6,5,3,No,236,4,3,2,4,4,3,5,3,4,5,1,3,4,5,1,2,4,3,3,3,4,3,2,3,3,4,4,4,3,4,3,2,1,2,3,3,4,3,3,2,4,3,4,4,1,3,5,1,5,1,3,1,1,3,3,3,3,4,3,5,2,3,2,1,100000,3,4,1,3,6,5,5,1
001023010,mexico_chapingo,14H 12M 0S,15H 18M 0S,2022-06-21,32.3,100,20,5,Female,5,1,23,10,11,NA,B,1,1,2,2,1,16,20,20,21,6,0,6,5,2,5,1,6,7,2,9,6,5,11,0,0,5,4,6,240,7,1,4,4,11,0,8,6,14,NA,11,1,1,11,1,1,1,105,5.25,1,NA,4 0,14,15,Female,21,5,estado de mexico,texcoco,estado de mexico,cuautepec,DIMA,ingenieria mecanica agricola,4,1,NA,0,0,Non-religious,6,6,1,No,13456,3,3,4,5,4,3,3,3,2,2,1,3,2,NA,4,4,2,3,3,4,1,2,3,2,3,3,NA,3,2,4,3,2,1,1,4,2,2,1,1,2,3,2,5,2,1,1,3,NA,4,1,3,1,1,3,2,1,4,3,2,5,4,3,3,2,70000,3,2,0,0,6,5,4,6
001023011,mexico_chapingo,14H 12M 0S,15H 18M 0S,2022-06-21,32.3,100,20,5,Male,5,1,23,11,10,NA,B,1,1,2,1,2,16,20,12,18,5,0,7,6,5,1,5,11,5,5,10,5,1,6,2,22,8,8,2,120,4,3,5,3,7,0,8,6,14,NA,7,2,1,14.5,1,1,1,105,5.25,1,NA,2 0,14,15,Male,19,5,texcoco,salitreria,tlalixtaquilla,tlalixtaquilla,irrigacion,ingenieria en irrigacion,8,1,246,0,0,Non-religious,6,7,4,No,2356,1,4,1,4,4,2,2,3,3,5,1,3,3,4,1,4,4,4,3,2,4,3,2,4,3,4,4,3,4,4,3,3,1,2,4,4,3,4,3,2,4,4,3,4,1,3,3,1,4,2,1,1,1,3,2,1,4,4,3,5,3,4,3,1,NA,4,1,0,0,7,8,8,2
001023013,mexico_chapingo,14H 12M 0S,15H 18M 0S,2022-06-21,32.3,100,20,5,Male,5,1,23,13,14,NA,B,1,1,2,1,2,16,20,12,23,5,0,7,7,5,0,5,12,6,3,18,7,5,12,1,12,8,9,4,30,7,0,5,5,12,0,8,6,14,NA,12,4,1,21.5,1,1,1,105,5.25,1,NA,0 30,14,15,Male,23,5,texcoco,texcoco,zinacantepec,san sebastian,DIMA,mecanica agricola,7,1,NA,0,0,Catholic,6,7,2,No,6,4,3,2,3,2,3,4,5,2,2,3,1,2,3,3,3,4,3,4,4,3,5,3,2,1,4,4,5,5,5,3,3,1,2,2,2,2,2,3,1,2,4,5,3,1,5,5,1,4,1,2,1,1,2,4,4,4,2,3,5,3,2,1,2,17000,3,0,0,0,9,9,9,1
001023014,mexico_chapingo,14H 12M 0S,15H 18M 0S,2022-06-21,32.3,100,20,5,Female,5,1,23,14,13,1,B,1,1,2,2,2,16,20,20,23,4,2,6,7,2,3,5,12,5,2,7,7,5,12,1,12,5,8,0,40,6,6,0,4,10,1,6,4,10,1,10,3,1,18,1,1,1,105,5.25,1,NA,0 40,14,15,Female,22,5,texcoco,las cabañas,huauchinango,centro,DICEA,INGEA,3,1,26,0,0,Catholic,6,6,1,No,36,2,5,3,5,5,2,3,2,4,4,3,1,2,5,2,3,3,5,4,3,2,5,4,3,2,5,3,4,5,5,3,2,1,1,2,3,2,2,2,3,3,2,5,1,1,5,NA,1,5,1,1,1,1,2,4,5,3,2,3,5,3,5,5,2,1000000,3,4,2,2,8,9,8,1
001026001,mexico_chapingo,10H 10M 0S,11H 26M 0S,2022-06-22,30.4813333333333,100,20,5,Male,5,1,26,1,2,NA,B,1,1,2,1,2,16,16,12,23,5,1,6,7,0,5,4,11,12,6,18,7,3,10,2,22,5,6,2,180,5,1,6,6,11,0,5,6,11,NA,11,1,0,11,7,1,11,155,7.75,1,NA,3 0,10,11,Male,23,5,texcoco,texcoco,actopan,actopan,suelos,ingenieria en recursos naturales renovables,6,1,26,0,0,Non-religious,6,4,1,No,NA,4,4,4,4,2,3,4,3,3,2,1,1,2,3,4,3,3,3,4,3,4,3,4,2,3,4,4,4,3,5,3,4,7,1,1,1,2,2,1,1,2,4,4,2,1,5,5,1,5,1,1,1,1,1,3,4,3,1,4,5,3,3,2,2,NA,4,3,0,3,7,7,7,3
001026002,mexico_chapingo,10H 10M 0S,11H 26M 0S,2022-06-22,30.4813333333333,100,20,5,Female,5,1,26,2,1,5,B,1,1,1,2,2,16,20,20,23,5,2,5,7,1,4,3,10,5,4,9,7,4,11,0,0,8,7,3,90,7,3,2,2,9,1,7,2,9,1,9,2,0,9.5,7,1,9,145,7.25,1,NA,1 30,10,11,Female,20,5,texcoco,san mateo huexotla,mazatlan,mazatlan,DICEA,LE,4,1,1112,0,0,Catholic,6,2,3,No,2,5,4,2,5,4,4,5,4,5,3,1,3,3,3,2,3,3,2,3,3,3,4,3,4,3,4,3,5,4,4,2,2,7,2,3,4,2,2,2,3,2,5,5,1,1,4,4,1,5,2,2,1,1,4,1,1,1,3,5,5,3,4,3,3,NA,4,1,0,0,7,8,8,4
001026003,mexico_chapingo,10H 10M 0S,11H 26M 0S,2022-06-22,30.4813333333333,100,20,5,Male,5,1,26,3,4,NA,B,1,1,2,1,2,16,20,16,23,5,1,6,8,0,4,6,14,7,5,12,7,5,12,2,28,8,8,4,90,7,0,5,2,9,0,5,6,11,NA,9,1,0,11,7,1,9,145,7.25,1,NA,1 30,10,11,Male,19,5,texcoco,sector popular,texcoco,sector popular,DIMA,mecatronica,6,1,246,0,0,Protestant/Christian,6,8,3,Yes,2,3,4,2,4,3,3,3,3,3,3,1,2,1,3,1,3,3,3,4,4,2,4,3,3,2,3,4,4,3,4,2,3,7,2,4,4,3,3,3,2,3,4,4,2,1,3,5,1,4,1,1,1,1,3,2,3,4,3,3,5,3,2,3,1,NA,3,0,0,0,8,8,8,2
001026004,mexico_chapingo,10H 10M 0S,11H 26M 0S,2022-06-22,30.4813333333333,100,20,5,Male,5,1,26,4,3,NA,B,1,1,2,1,2,16,20,16,23,5,1,6,7,1,4,5,12,10,3,13,8,6,14,0,0,5,7,3,900,8,2,2,5,13,0,5,6,11,NA,13,1,0,11,7,1,13,165,8.25,1,NA,15 0,10,11,Male,23,5,texcoco,cooperativa,nogales,tlazacoayacan,DIA,ingenieria en agricultura,4,1,26,0,0,Catholic,6,4,4,No,145,2,3,2,3,2,2,2,3,2,4,2,2,1,3,1,3,4,4,3,4,2,4,3,3,3,2,3,4,4,4,2,3,7,2,2,3,2,2,2,2,2,3,4,3,1,3,4,1,5,1,4,1,1,3,4,4,4,4,3,5,2,3,1,3,25000,2,2,1,2,8,8,7,2
001026005,mexico_chapingo,10H 10M 0S,11H 26M 0S,2022-06-22,30.4813333333333,100,20,5,Female,5,1,26,5,6,2,B,1,1,2,1,2,16,20,16,23,4,0,8,4,3,5,4,8,8,5,13,6,6,12,0,0,7,3,7,600,6,1,5,4,10,1,6,4,10,1,10,2,0,9.5,7,1,10,150,7.5,1,NA,10 0,10,11,Female,24,5,texcoco,estado de mexico,san cristobal de las casasa,chiapas,suelos,IRNR,2,1,1,0,0,Catholic,6,3,1,No,126,5,3,5,5,4,4,5,2,5,3,1,4,1,5,1,5,5,4,3,2,4,3,3,3,4,3,NA,4,4,4,4,4,7,3,4,3,2,2,2,2,3,3,4,4,1,5,4,1,5,1,1,1,1,1,3,4,2,2,4,5,3,2,3,2,50000,3,4,0,4,7,7,7,2
001026006,mexico_chapingo,10H 10M 0S,11H 26M 0S,2022-06-22,30.4813333333333,100,20,5,Male,5,1,26,6,5,NA,B,1,1,2,1,2,16,20,16,23,5,0,7,6,3,3,6,12,5,4,9,4,4,8,2,24,8,4,0,1020,6,0,6,6,12,0,5,6,11,NA,12,3,0,8,7,1,12,160,8,1,NA,17 0,10,11,Male,26,5,texcoco,texcoco,juarez,ciudad juarez,DIMA,mecanica,3,1,12,0,0,Catholic,6,5,1,No,256,2,3,3,4,3,2,2,2,4,4,3,3,1,5,1,3,3,3,3,4,3,4,4,2,4,2,4,3,5,4,1,3,7,2,2,3,2,2,2,3,3,4,4,3,1,4,5,1,4,1,4,1,1,2,3,4,3,3,3,5,3,4,3,2,3000,3,10,1,2,7,7,4,2
001026007,mexico_chapingo,10H 10M 0S,11H 26M 0S,2022-06-22,30.4813333333333,100,20,5,Female,5,1,26,7,9,NA,B,1,1,1,1,1,16,20,12,21,3,1,8,5,1,6,5,10,7,3,10,8,1,9,2,20,8,8,4,600,3,3,6,4,7,0,5,6,11,NA,7,1,0,11,7,1,7,135,6.75,1,NA,10 0,10,11,Female,22,5,texcoco,cooperativa,la compañia,agua del espino,suelos,ingenieria en recursos naturales renovables,2,1,12,0,0,Catholic,6,2,1,No,123456,4,1,5,5,5,5,3,3,5,2,1,5,4,5,1,3,5,5,5,3,5,2,2,4,5,1,3,2,3,2,3,1,7,3,4,4,4,4,4,1,2,3,3,5,1,4,4,1,5,1,1,1,1,1,5,5,2,2,3,5,1,2,4,1,50000,2,1,0,0,3,5,4,9
001026009,mexico_chapingo,10H 10M 0S,11H 26M 0S,2022-06-22,30.4813333333333,100,20,5,Female,5,1,26,9,7,11,B,1,1,2,2,2,16,16,20,18,6,2,4,8,0,4,1,9,10,3,13,5,5,10,0,0,9,9,0,20,6,1,5,3,9,1,6,3,9,1,9,2,0,9.5,7,1,9,145,7.25,1,NA,0 20,10,11,Female,21,5,texcoco,salitreria,atempan,centro,DEIS EN SUELOS,ingenieria en recursos naturales renovables,6,1,12,0,0,Catholic,6,8,1,No,6,3,4,4,4,1,3,4,3,2,3,1,1,2,3,2,2,2,3,4,4,2,4,4,2,1,4,4,5,3,5,3,4,7,1,3,4,3,3,3,1,2,5,4,3,1,5,3,1,5,1,1,1,1,3,3,5,5,1,4,5,1,1,1,1,350000,2,3,3,0,9,10,9,1
001026010,mexico_chapingo,10H 10M 0S,11H 26M 0S,2022-06-22,30.4813333333333,100,20,5,Male,5,1,26,10,11,NA,B,1,1,2,2,2,16,20,16,23,6,2,4,5,7,0,3,8,8,2,10,6,3,9,0,0,7,6,5,60,3,9,0,3,6,0,5,6,11,NA,6,2,0,9.5,7,1,6,130,6.5,1,NA,1 0,10,11,Male,26,5,texcoco,tulantongo,NA,NA,fitotecnia,agronomo en fitotecnia,3,1,2,0,0,Catholic,6,5,1,No,36,3,2,3,3,3,2,4,4,5,3,3,5,1,4,4,3,4,4,2,5,4,4,4,4,5,2,4,2,4,4,2,3,7,3,4,4,2,2,3,4,4,5,5,4,2,3,2,1,4,1,4,1,1,4,5,2,2,2,3,5,3,5,3,2,48000,2,0,0,0,7,6,7,5
001026011,mexico_chapingo,10H 10M 0S,11H 26M 0S,2022-06-22,30.4813333333333,100,20,5,Male,5,1,26,11,10,9,B,1,1,2,2,2,16,20,16,23,6,0,6,6,3,3,3,9,6,2,8,5,3,8,2,18,8,7,0,90,4,1,7,3,7,1,4,3,7,1,7,6,0,1,7,1,7,135,6.75,1,NA,1 30,10,11,Male,19,5,texcoco,estado de mexico,tepic,nayarit,ingenieria en irrigacion,irigacion,7,1,11,0,0,Catholic,6,4,1,No,26,1,4,1,2,2,2,1,2,3,2,1,2,1,2,2,2,2,2,5,3,2,5,4,2,2,4,3,4,4,5,2,2,7,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
001026013,mexico_chapingo,10H 10M 0S,11H 26M 0S,2022-06-22,30.4813333333333,100,20,5,Female,5,1,26,13,14,NA,B,1,1,2,1,2,16,20,12,23,6,1,5,7,0,5,3,10,8,4,12,7,6,13,0,0,8,7,5,150,6,3,3,5,11,0,5,6,11,NA,11,2,0,9.5,7,1,11,155,7.75,1,NA,2 30,10,11,Female,20,5,texcoco,cooperativa,tampico,tampico,suelos,ingeneria en recursos renovables,4,1,12,0,0,Catholic,6,7,3,No,6,3,3,4,4,2,4,3,2,4,5,3,4,3,5,3,3,3,4,3,4,3,4,3,3,4,4,3,4,3,5,4,3,7,1,3,3,2,2,2,2,3,5,5,2,1,5,3,2,4,1,2,1,1,1,4,4,3,3,4,5,3,4,2,2,50000,3,3,2,0,8,7,7,4
001026014,mexico_chapingo,10H 10M 0S,11H 26M 0S,2022-06-22,30.4813333333333,100,20,5,Female,5,1,26,14,13,NA,B,1,1,2,2,2,16,20,20,23,6,0,6,7,1,4,6,13,6,5,11,7,3,10,2,26,9,8,4,840,5,2,5,6,11,0,5,6,11,NA,11,1,0,11,7,1,11,155,7.75,1,NA,14 0,10,11,Female,22,5,texcoco,cooperativa,ensenada,ensenada,DIA,DIA,4,1,26,0,0,Catholic,6,6,2,No,256,5,3,4,3,3,2,3,2,1,3,1,2,4,3,1,3,4,4,4,5,3,4,3,3,2,4,4,3,5,4,4,4,7,1,3,2,2,2,2,2,1,5,4,3,1,5,4,1,5,1,2,1,1,1,1,4,3,2,4,5,2,1,3,2,10000,3,2,2,1,7,9,8,3
001026015,mexico_chapingo,10H 10M 0S,11H 26M 0S,2022-06-22,30.4813333333333,100,20,5,Male,5,1,26,15,1,NA,B,1,1,2,1,1,16,20,16,21,4,1,7,7,0,5,5,12,6,6,12,7,4,11,2,24,8,8,2,900,7,3,2,2,9,0,5,6,11,NA,9,3,0,8,7,1,9,145,7.25,1,NA,15 0,10,11,Male,23,7,cuernavaca,cuernavaca,cuernavaca,cuernavaca,agroindustrial,ingenieria agroindustrial,3,1,12,0,0,Non-religious,6,7,3,No,236,2,4,4,4,4,2,3,4,5,5,1,3,5,5,1,4,5,5,5,4,4,4,3,4,3,5,3,3,4,4,4,4,7,1,3,3,4,3,3,2,3,5,5,3,1,5,5,1,5,1,2,1,1,3,3,5,2,3,3,5,3,3,1,2,742000,4,3,1,1,6,6,6,2
