id,country_city,start_time,end_time,date,mean_temp_celsius,incentive_local,exchange_usd_local,incentive_usd,gender,point_value,site_id,session_n,subject_n,tr_opponet_n,ch_opponent_n,version,treatment,dc_cl_ps,dc_cl_envy,dc_c_ps,dc_c_envy,dc_cl_ps_points,dc_cl_envy_points,dc_c_ps_points,dc_c_envy_points,pr_correct,pr_wrong,pr_not_attempted,tr_correct,tr_wrong,tr_not_attempted,tr_die,tr_total,tr_guess_correct,tr_guess_die,tr_guess_total,tr_other_correct,tr_other_die,tr_other_total,tr_result,tr_points,f_happy,f_energetic,f_frustrated,f_last_meal_min,ch_correct,ch_wrong,ch_not_attempted,ch_die,ch_total,ch_tournament,ch_other_correct,ch_other_die,ch_other_total,ch_result,ch_points,ct_selected,ct_tails,ct_points,task_paid,complete,total_points,total_local_paid,total_usd_paid,final_version,comment,f_last_meal_time,start_time_h,end_time_h,q1_gender,q2_age,q3_education,q4a_live_district,q4b_live_town,q5a_birth_district,q5b_birth_town,q6a_departament,q6b_career,q7_people_household,q8_marital_status,q9_live_with,q10_children_care,q11_children_biological,q12_religion,q13_occupation,q14_socioeconomic_status,q15_income_consistency,q16_membership,q17_exposure_index,q18_stress_1,q19_stress_2,q20_stress_3,q21_stress_4,q22_stress_5,q23_stress_6,q24_stress_7,q25_stress_8,q26_stress_9,q27_stress_10,q28_stress_11,q29_stress_12,q30_stress_13,q31_stress_14,q32_stress_15,q33_last_month_1,q34_last_month_2,q35_last_month_3,q36_last_month_4,q37_last_month_5,q38_last_month_6,q39_last_month_7,q40_last_month_8,q41_last_month_9,q42_last_month_10,q43_satisfaction_1,q44_satisfaction_2,q45_satisfaction_3,q46_satisfaction_4,q47_satisfaction_5,q48_trust_1,q49_trust_2,q50_check,q51_trust_3,q52_trust_4,q53_trust_5,q54_trust_6,q55_trust_7,q56_trust_8,q57_gender_1,q58_gender_2,q59_gender_3,q60_gender_4,q61_gender_5,q62_gender_6,q63_gender_7,q64_gender_8,q65_gender_9,q66_gender_10,q67_gender_11,q68_gender_12,q69_gender_13,q70_gender_14,q71_gender_15,q72_gender_16,q73_gender_17,q74_gender_18,q75_gender_19,q76_gender_20,q77_gender_21,q78_gender_22,q79_gender_23,q80_discounting_1,q81_discounting_2,q82_discounting_3,q83_discounting_4,q84a_friends,q84b_friends,q84c_friends,q85_feelings_1,q86_feelings_2,q87_feelings_3,q88_feelings_4
001024014,mexico_chapingo,16H 8M 0S,17H 19M 0S,2022-06-21,29.1957142857143,100,20,5,Female,10,1,24,14,15,NA,A,0,2,1,2,2,12,16,16,23,3,0,9,5,3,4,4,9,2,1,3,6,1,7,2,18,10,9,0,240,4,5,3,3,7,0,6,3,9,NA,7,1,1,11,7,1,7,170,8.5,1,NA,4 0,16,17,Female,19,5,texcoco,NA,huitzalan,totutla,DICEA,tronco comun,3,1,12,0,0,Catholic,6,7,1,No,6,4,3,5,2,3,3,3,4,3,2,1,2,2,4,4,4,4,4,2,2,2,3,2,4,4,4,NA,3,4,3,3,4,7,1,2,2,2,2,2,2,3,5,5,2,1,4,4,1,3,1,1,1,1,2,3,3,2,2,3,3,5,2,4,2,NA,3,6,6,0,8,9,8,4
001024015,mexico_chapingo,16H 8M 0S,17H 19M 0S,2022-06-21,29.1957142857143,100,20,5,Female,10,1,24,15,14,NA,A,0,2,1,2,2,12,16,16,23,7,2,3,6,4,2,1,7,6,4,8,5,4,9,0,0,9,9,0,360,8,2,2,3,11,0,6,3,9,NA,11,1,1,11,7,1,11,210,10.5,1,NA,6 0,16,17,Female,24,5,texcoco,salitreria,gomez palacio,durango,DICEA,comercio internacional,4,1,11,0,0,Non-religious,6,7,1,No,5,5,4,3,2,1,5,5,3,1,1,NA,1,3,4,1,2,2,2,4,5,2,4,4,2,2,4,4,4,2,2,2,2,7,3,4,4,4,3,3,1,1,5,5,1,1,4,5,1,5,1,3,1,1,1,3,1,5,1,2,5,2,4,1,3,NA,3,3,0,0,2,1,1,1
001024016,mexico_chapingo,16H 8M 0S,17H 19M 0S,2022-06-21,29.1957142857143,100,20,5,Female,10,1,24,16,1,NA,A,0,2,1,1,1,12,16,12,21,4,1,7,8,4,0,6,14,4,3,7,6,3,9,2,28,10,10,0,120,2,10,0,4,6,0,6,3,9,NA,6,3,1,18,7,1,6,160,8,1,NA,2 0,16,17,Female,26,7,texcoco,salitreria,ensenada,memealero,zootecnia,zootecnia,6,2,1,0,0,Non-religious,2,7,1,No,1,1,2,2,2,2,1,2,3,1,5,1,2,3,NA,3,2,4,1,5,5,5,5,5,2,2,1,1,1,1,1,2,5,7,1,2,2,3,3,3,3,5,5,5,2,1,5,1,4,4,1,1,1,1,1,1,1,5,2,3,5,1,3,3,1,1000000,5,1,0,0,10,10,10,1
001025001,mexico_chapingo,18H 11M 0S,19H 17M 0S,2022-06-21,26.8415384615385,100,20,5,Female,10,1,25,1,2,5,A,0,1,1,2,1,16,16,16,21,4,0,8,7,2,3,5,12,5,4,9,8,3,11,2,24,10,8,8,180,3,6,3,4,7,1,3,4,7,1,7,4,0,6.5,6,1,24,340,17,1,NA,3 0,18,19,Female,18,5,texcoco,chapingo,texcoco,chapingo,fitotecnia,ingeniero agronomo especialista en fitotecnia,1,1,12,0,0,Catholic,6,5,4,No,356,2,4,4,1,1,3,1,2,3,5,1,1,5,5,3,3,4,3,3,2,3,3,2,1,3,3,4,3,4,5,2,3,6,1,3,4,4,4,4,1,2,5,4,4,1,5,1,1,4,1,1,1,1,3,3,1,4,2,2,5,1,1,1,3,50000,4,2,2,2,5,10,8,3
001025002,mexico_chapingo,18H 11M 0S,19H 17M 0S,2022-06-21,26.8415384615385,100,20,5,Male,10,1,25,2,1,NA,A,0,1,1,2,2,16,16,16,18,5,2,5,8,2,2,3,11,7,4,11,7,5,12,0,0,9,9,0,60,5,3,4,3,8,0,5,3,8,NA,8,6,0,1,6,1,0,100,5,1,NA,1 0,18,19,Male,18,5,texcoco,texcoco,san baltazar loxicha oaxaca,san baltazar loxicha oaxaca,fitotecnia,fitotecnia,3,1,12,0,0,Non-religious,6,5,1,No,12346,5,3,1,4,3,5,5,4,2,2,1,3,4,3,4,3,3,3,3,3,3,4,3,3,3,5,4,4,4,4,4,3,6,2,3,4,4,2,3,2,4,3,3,3,1,4,3,1,3,1,4,1,1,3,3,3,3,3,3,5,3,3,2,2,40000,4,2,2,2,8,9,9,2
001025005,mexico_chapingo,18H 11M 0S,19H 17M 0S,2022-06-21,26.8415384615385,100,20,5,Male,10,1,25,5,6,1,A,0,1,2,2,2,16,16,20,23,7,0,5,7,4,1,4,11,9,2,11,4,2,6,2,22,5,5,0,180,8,3,1,6,14,1,8,6,14,1,14,6,0,1,6,1,22,320,16,1,NA,3 0,18,19,Male,20,5,estado de mexico,texcoco,nuevo ideal,guatimapo,DIMA,ingeniero mecanico agricola,6,1,1112,NA,NA,Catholic,6,8,4,No,123456,1,5,1,3,1,1,1,5,3,5,2,1,3,1,1,2,3,4,5,4,1,4,5,3,2,5,5,4,5,5,1,1,6,2,3,4,3,3,3,1,1,5,5,1,1,5,5,1,5,1,1,1,1,1,1,1,5,5,1,5,5,1,1,1,105000,5,0,0,0,7,7,5,1
001025006,mexico_chapingo,18H 11M 0S,19H 17M 0S,2022-06-21,26.8415384615385,100,20,5,Male,10,1,25,6,5,NA,A,0,1,1,1,2,16,20,12,23,3,1,8,4,4,4,2,6,6,4,10,7,4,11,0,0,8,7,2,300,2,3,7,1,3,0,5,3,8,NA,3,6,0,1,6,1,0,100,5,1,NA,5 0,18,19,Male,18,5,texcoco,cooperativa,metepec,acocul,fitotecnia,ingeniero agronomo especialista en fitotecnia,3,1,12,0,0,Catholic,6,7,4,No,136,4,3,2,3,2,3,4,2,3,2,3,1,4,5,2,2,3,3,4,3,2,2,3,3,2,4,3,4,4,3,2,2,6,2,3,3,2,2,3,1,2,4,4,1,1,4,4,1,4,1,1,1,1,1,3,3,4,2,2,5,2,2,1,2,10000,2,2,2,0,8,7,6,3
001025009,mexico_chapingo,18H 11M 0S,19H 17M 0S,2022-06-21,26.8415384615385,100,20,5,Male,10,1,25,9,13,1,A,0,1,2,1,2,16,16,16,23,8,0,4,9,1,2,2,11,8,3,11,7,6,13,0,0,8,8,2,960,9,1,2,5,14,1,8,6,14,1,14,3,0,8,6,1,0,100,5,1,NA,16 0,18,19,Male,26,7,texcoco,texcoco,NA,NA,NA,NA,5,2,178,1,1,Catholic,6,7,1,No,NA,3,4,1,2,2,3,2,2,2,3,1,2,3,2,1,2,2,2,4,3,2,4,4,2,2,4,4,5,4,4,3,4,6,1,2,2,2,2,2,2,3,5,4,2,2,4,2,2,4,2,2,2,2,3,2,3,4,3,4,4,3,3,3,3,70000,3,0,1,0,8,8,7,3
001025013,mexico_chapingo,18H 11M 0S,19H 17M 0S,2022-06-21,26.8415384615385,100,20,5,Female,10,1,25,13,9,NA,A,0,1,1,1,2,16,20,16,23,6,1,5,7,2,3,6,13,9,5,14,9,2,11,2,26,9,10,0,240,7,3,2,3,10,1,5,3,8,2,20,3,0,8,6,1,26,360,18,1,NA,4 0,18,19,Female,25,7,texcoco,tocuila,veracruz,veracruz,CIESTAAM,DGPEA,5,2,1268,1,1,Protestant/Christian,6,5,1,Yes,23,3,4,3,1,2,4,1,4,1,4,5,2,3,2,2,2,2,2,4,4,1,4,3,1,1,5,5,5,5,5,5,4,6,1,2,2,1,1,2,3,2,5,5,2,1,4,5,1,5,1,1,1,1,3,4,2,4,1,3,5,3,1,1,2,NA,3,1,1,0,9,9,9,1
001027001,mexico_chapingo,12H 12M 0S,13H 30M 0S,2022-06-22,32.2428571428571,100,20,5,Female,10,1,27,1,2,NA,A,1,1,1,2,2,16,20,16,23,4,1,7,7,4,1,2,9,4,5,9,6,6,12,0,0,9,9,3,120,7,4,1,5,2,0,7,5,2,NA,2,2,1,14.5,5,1,4,140,7,1,NA,2 0,12,13,Female,19,7,texcoco,NA,san agustin laxicha oaxaca,NA,DICIFO,ingenieria forestal,2,1,1,0,0,Catholic,26,5,2,Yes,123456,4,4,2,3,2,4,4,4,2,2,2,2,2,3,4,3,2,2,5,3,2,4,3,2,3,3,3,4,5,5,3,1,5,2,3,4,3,3,3,3,3,5,4,2,1,5,4,1,5,1,1,1,1,1,1,4,4,1,4,5,3,3,3,1,15000,4,2,0,0,9,9,9,6
001027002,mexico_chapingo,12H 12M 0S,13H 30M 0S,2022-06-22,32.2428571428571,100,20,5,Female,10,1,27,2,1,NA,A,1,1,2,2,2,16,16,16,23,6,2,4,6,3,3,6,12,5,4,9,7,2,9,2,24,9,10,0,240,3,4,5,5,8,0,7,5,2,NA,8,2,1,14.5,5,1,6,160,8,1,NA,4 0,12,13,Female,19,5,texcoco,cooperativa,chapulco,tehuacan,suelos,ingenieria en recursos naturales renovables,5,1,12,0,0,Catholic,6,4,1,No,123456,5,4,5,3,3,4,5,3,3,1,4,2,1,2,4,3,2,3,3,4,2,3,3,2,2,3,NA,3,5,5,3,3,5,1,2,3,2,2,2,2,2,3,4,1,1,5,3,1,5,1,2,1,1,2,3,3,5,2,3,5,2,1,3,1,45000,3,3,0,1,8,9,7,3
001027003,mexico_chapingo,12H 12M 0S,13H 30M 0S,2022-06-22,32.2428571428571,100,20,5,Female,10,1,27,3,4,8,A,1,1,2,1,2,16,20,12,23,4,4,4,5,2,5,3,8,6,4,10,7,3,10,0,0,7,7,1,120,4,3,5,5,9,1,4,5,9,1,9,2,1,14.5,5,1,4,140,7,1,NA,2 0,12,13,Female,22,5,NA,NA,NA,NA,fitotecnia,horticultura protegida,5,1,246,0,0,Non-religious,6,7,NA,No,236,3,4,4,5,2,2,1,4,2,1,1,2,3,4,2,3,2,3,4,3,3,4,4,2,2,4,NA,3,5,4,2,2,5,2,4,4,NA,3,3,3,3,4,4,3,1,5,5,1,5,1,4,1,1,3,4,3,4,2,3,5,4,3,3,3,60000,3,0,0,0,7,7,7,1
001027004,mexico_chapingo,12H 12M 0S,13H 30M 0S,2022-06-22,32.2428571428571,100,20,5,Female,10,1,27,4,3,NA,A,1,1,2,2,2,16,20,20,23,7,1,4,7,1,4,3,10,8,5,13,5,3,8,2,20,9,10,8,1140,6,2,4,6,12,0,7,5,2,NA,12,1,1,11,5,1,7,170,8.5,1,NA,19 0,12,13,Female,20,5,texcoco,jardines,cordoba,U.H. san jose de abajo,DICEA,tronco comun,4,1,NA,0,0,Non-religious,6,5,1,No,12356,5,5,2,4,3,4,1,4,3,4,1,2,4,5,2,3,4,4,3,4,4,3,2,3,1,4,4,5,4,4,4,3,5,1,3,2,2,2,3,3,3,2,4,4,1,5,5,1,5,1,1,1,1,1,4,3,4,2,3,5,3,3,1,2,55000,3,2,1,1,10,9,8,7
001027005,mexico_chapingo,12H 12M 0S,13H 30M 0S,2022-06-22,32.2428571428571,100,20,5,Male,10,1,27,5,6,11,A,1,1,2,2,2,16,16,16,23,5,2,5,6,2,4,6,12,4,6,10,6,6,12,1,12,9,10,0,480,2,6,4,4,6,1,2,4,6,1,6,6,1,30,5,1,5,150,7.5,1,NA,8 0,12,13,Male,24,7,texcoco,texcoco,villa de allende estado de mexico,sa jeronimo totoltepec,ciestaam,docpea,5,1,1,0,0,Catholic,6,8,1,Yes,36,5,5,2,2,2,3,2,4,2,4,4,2,2,1,1,2,2,3,4,4,2,4,4,1,2,5,4,5,4,4,3,4,5,2,2,3,1,1,2,1,3,5,4,3,1,4,5,1,4,1,1,1,1,4,3,4,5,2,4,5,3,1,1,2,50000,4,1,0,0,9,9,10,1
001027006,mexico_chapingo,12H 12M 0S,13H 30M 0S,2022-06-22,32.2428571428571,100,20,5,Female,10,1,27,6,5,NA,A,1,1,1,2,2,16,20,16,23,6,1,5,6,1,5,6,12,7,4,11,6,6,12,1,12,7,6,8,180,5,2,5,3,8,0,7,5,2,NA,8,2,1,14.5,5,1,6,160,8,1,NA,3 0,12,13,Female,20,5,texcoco,NA,tehuacan,tehuacan,suelos,recursos naturales renovables,4,1,246,0,0,Catholic,6,5,NA,No,36,4,3,4,4,3,3,4,3,2,3,2,4,1,3,2,4,4,5,3,2,3,3,2,3,4,4,NA,3,4,3,3,3,5,2,4,4,2,3,4,3,2,4,5,4,1,4,2,1,5,1,1,1,1,2,4,4,3,2,3,5,3,3,2,3,60000,2,2,0,0,6,7,5,8
001027007,mexico_chapingo,12H 12M 0S,13H 30M 0S,2022-06-22,32.2428571428571,100,20,5,Female,10,1,27,7,8,12,A,1,1,2,1,1,16,16,16,21,3,0,9,7,1,4,6,13,8,4,12,6,5,11,2,26,8,6,2,240,3,5,4,3,6,1,3,3,6,1,6,2,1,14.5,5,1,3,130,6.5,1,NA,4 0,12,13,Female,20,5,NA,NA,NA,NA,suelos,recursos naturales renovables,5,1,12,NA,NA,Catholic,6,7,1,No,6,5,2,5,5,3,4,5,2,4,5,1,2,5,5,1,3,3,2,4,2,2,4,4,2,1,4,NA,5,4,5,3,4,5,1,2,2,1,1,2,2,5,5,5,4,1,5,4,1,5,1,1,1,1,1,1,1,5,3,5,5,2,3,2,2,NA,4,1,1,0,8,8,6,3
001027008,mexico_chapingo,12H 12M 0S,13H 30M 0S,2022-06-22,32.2428571428571,100,20,5,Male,10,1,27,8,7,3,A,1,1,1,1,2,16,20,16,18,4,0,8,6,2,4,5,11,6,5,11,7,6,13,0,0,10,10,10,300,3,6,3,6,9,1,3,6,9,1,9,2,1,14.5,5,1,4,140,7,1,NA,5 0,12,13,Male,20,5,texcoco,texcoco,santiago yosonova,santiago yosonova,DIMA,mecatronica,4,1,246,0,0,Catholic,6,4,3,No,4,4,5,1,2,2,2,3,3,1,1,3,1,1,3,1,3,4,4,2,2,3,3,2,3,4,4,NA,3,5,5,3,4,5,2,3,3,3,2,2,1,1,5,3,3,1,4,5,3,4,2,1,1,1,3,4,2,2,3,3,5,1,3,4,2,NA,3,1,0,1,2,3,4,1
001027009,mexico_chapingo,12H 12M 0S,13H 30M 0S,2022-06-22,32.2428571428571,100,20,5,Male,10,1,27,9,10,NA,A,1,1,2,2,2,16,20,16,23,7,0,5,7,3,2,6,13,9,4,13,8,4,12,2,26,8,7,2,1042,7,5,0,4,11,0,7,5,2,NA,11,4,1,21.5,5,1,7,170,8.5,1,NA,17 22,12,13,Male,20,5,rodeo,rodeo,rodeo,rodeo,DICEA,LAN,5,1,246,0,0,Non-religious,6,5,1,No,46,2,2,1,5,1,3,2,4,2,5,1,1,4,3,4,3,2,4,5,4,2,5,4,2,1,5,4,5,4,4,3,2,5,2,3,2,2,2,2,3,2,4,5,2,1,4,4,1,5,1,1,1,1,3,2,3,2,2,5,5,3,1,1,3,35000,4,0,0,0,9,8,6,8
001027010,mexico_chapingo,12H 12M 0S,13H 30M 0S,2022-06-22,32.2428571428571,100,20,5,Male,10,1,27,10,9,NA,A,1,1,2,2,2,16,20,16,23,7,0,5,8,0,4,4,12,6,6,12,7,6,13,0,0,9,10,1,60,7,2,3,4,11,0,7,5,2,NA,11,1,1,11,5,1,7,170,8.5,1,NA,1 0,12,13,Male,19,5,NA,NA,NA,NA,suelos,IRNR,5,1,11,0,0,Catholic,6,6,1,No,1235,5,1,2,4,2,3,4,5,2,2,1,3,2,2,1,2,2,3,5,5,2,4,4,3,1,2,NA,4,3,4,3,3,5,2,4,4,4,3,3,3,2,4,5,1,1,4,4,1,5,1,1,1,1,2,2,3,4,1,4,5,3,1,1,1,35000,4,1,0,0,9,10,10,1
001027011,mexico_chapingo,12H 12M 0S,13H 30M 0S,2022-06-22,32.2428571428571,100,20,5,Male,10,1,27,11,12,5,A,1,1,2,2,2,16,20,20,23,6,0,6,8,0,4,5,13,8,3,11,7,3,10,2,26,5,1,0,840,3,5,4,6,9,1,3,6,9,1,9,1,1,11,5,1,6,160,8,1,NA,14 0,12,13,Male,29,5,chicoloapan,arboledas,NA,NA,NA,NA,4,1,246,0,0,Catholic,6,4,3,No,246,5,2,1,5,4,3,2,1,5,5,1,4,1,5,1,4,3,2,4,4,2,2,3,3,2,3,4,4,4,4,4,2,5,3,3,4,2,2,2,3,4,5,5,4,1,5,5,1,5,1,1,1,1,3,1,4,4,4,5,5,3,3,4,2,100000,4,1,1,1,9,6,3,1
001027012,mexico_chapingo,12H 12M 0S,13H 30M 0S,2022-06-22,32.2428571428571,100,20,5,Male,10,1,27,12,11,7,A,1,1,2,1,2,16,20,12,23,6,0,6,7,3,2,3,10,5,6,11,8,5,13,0,0,7,8,6,120,9,3,0,2,11,1,9,2,11,1,11,5,1,26,5,1,6,160,8,1,NA,2 0,12,13,Male,18,5,texcoco,salitreria,tepeaca,san cristobal hidalgo,irrigacion,irrigacion,8,1,246,0,0,Non-religious,6,7,1,No,56,4,2,4,3,2,3,4,5,3,2,1,1,4,5,3,1,4,3,4,2,3,4,3,2,4,4,NA,3,3,5,3,3,5,1,2,4,2,1,2,4,3,5,5,4,1,4,3,1,5,1,4,1,1,1,3,1,4,2,4,5,2,2,1,2,100000,4,2,0,0,8,6,5,2
001027013,mexico_chapingo,12H 12M 0S,13H 30M 0S,2022-06-22,32.2428571428571,100,20,5,Male,10,1,27,13,14,NA,A,1,1,1,1,1,12,16,16,16,6,0,6,6,0,6,2,8,6,3,18,5,5,10,0,0,7,7,5,180,7,2,3,4,11,0,7,5,2,NA,11,1,1,11,5,1,6,160,8,1,NA,3 0,12,13,Male,21,5,texcoco,estado de mexico,puebla,puebla,zotecnia,zootecnia,4,1,12,0,0,Non-religious,6,8,1,No,16,2,4,4,5,5,3,2,3,3,4,1,4,1,4,1,3,4,4,3,4,3,4,3,4,4,4,NA,4,4,5,3,3,5,1,3,4,3,2,2,4,4,4,4,4,1,5,5,2,5,2,3,1,1,3,4,4,4,4,3,5,4,3,4,1,70000,2,2,0,0,8,7,7,7
001027014,mexico_chapingo,12H 12M 0S,13H 30M 0S,2022-06-22,32.2428571428571,100,20,5,Male,10,1,27,14,13,NA,A,1,2,1,1,1,16,16,16,16,3,0,9,5,1,6,5,10,6,3,9,6,2,8,2,20,8,7,4,180,3,3,6,3,6,0,7,5,2,NA,6,1,1,11,5,1,3,130,6.5,1,NA,3 0,12,13,Male,21,5,texcoco,salitreria,ocotepec,gadalupe victoria,DICEA,licenciatura en comercio internacional,3,1,26,0,0,Catholic,6,7,2,No,46,3,4,4,3,2,2,3,3,2,3,1,2,1,3,2,3,3,3,4,4,2,3,4,2,2,4,4,4,4,4,2,2,5,1,2,3,4,3,3,1,1,4,4,2,1,5,3,1,4,1,1,1,1,2,3,3,2,3,4,5,4,2,5,2,30000,4,0,0,0,7,7,5,4
001027015,mexico_chapingo,12H 12M 0S,13H 30M 0S,2022-06-22,32.2428571428571,100,20,5,Female,10,1,27,15,16,NA,A,1,1,2,2,2,16,16,16,23,8,0,4,7,1,4,1,8,5,4,9,7,3,10,0,0,8,9,1,120,8,1,3,4,12,0,7,5,2,NA,12,1,1,11,5,1,8,180,9,1,NA,2 0,12,13,Female,25,7,texcoco,cooperativa,dolores hidalgo,san jose de badillo,parasitologia agricola,parasitologia agricola,2,1,6,0,0,Catholic,6,8,1,No,NA,4,4,4,4,3,2,4,4,2,3,4,2,1,3,1,3,2,3,4,4,3,4,3,2,2,4,4,5,3,4,3,4,5,1,2,3,2,2,2,1,1,5,4,2,1,4,5,2,4,1,2,1,1,3,3,3,4,3,4,5,4,3,4,2,100000,3,1,0,1,9,9,9,4
001027016,mexico_chapingo,12H 12M 0S,13H 30M 0S,2022-06-22,32.2428571428571,100,20,5,Female,10,1,27,16,15,NA,A,1,1,1,2,2,16,20,16,23,6,1,5,7,3,2,3,10,8,2,10,7,1,8,2,20,9,9,0,60,6,5,1,5,11,0,7,5,2,NA,11,2,1,14.5,5,1,6,160,8,1,NA,1 0,12,13,Female,18,5,NA,NA,NA,NA,irrigacion,irrigacion,5,1,246,0,0,Non-religious,6,5,3,Yes,236,3,4,3,4,1,4,5,5,2,4,1,5,2,3,1,4,4,5,2,4,4,5,2,4,5,4,NA,5,4,5,2,2,5,1,3,4,3,2,2,2,1,1,4,1,1,5,5,1,5,1,1,1,1,1,5,3,5,2,4,5,3,4,2,2,70000,3,2,1,1,7,9,7,2
001022001,mexico_chapingo,12H 10M 0S,13H 18M 0S,2022-06-21,31.1417910447761,100,20,5,Female,5,1,22,1,2,3,B,1,1,2,1,2,16,20,12,23,8,2,2,8,4,0,5,13,9,6,15,8,5,13,1,13,7,6,3,240,7,5,0,2,9,1,7,2,9,1,9,6,1,30,6,1,13,165,8.25,1,NA,4 0,12,13,Female,21,5,chicoloapan,ara 3,chicoloapan,ara 3,suelos,IRNR,3,1,26,0,0,Non-religious,6,4,2,No,26,4,3,3,4,4,2,3,2,5,4,1,3,2,3,1,3,3,4,2,3,3,4,3,3,4,2,3,3,3,3,2,3,6,1,3,2,4,1,2,3,4,5,5,4,1,3,3,1,4,1,1,1,1,1,5,2,3,3,2,5,3,3,2,2,100000,2,3,0,0,7,7,6,3
001022002,mexico_chapingo,12H 10M 0S,13H 18M 0S,2022-06-21,31.1417910447761,100,20,5,Female,5,1,22,2,1,NA,B,1,1,2,2,2,16,20,20,23,7,4,1,8,3,1,5,13,7,4,11,8,5,13,1,13,7,7,4,720,8,3,1,1,9,1,8,1,9,1,9,3,1,18,6,1,13,165,8.25,1,NA,12 0,12,13,Female,21,5,texcoco,santa martha,texcoco,santa martha,suelos,IRNR,NA,1,246,0,0,Catholic,6,6,1,No,2345,3,4,4,2,2,4,2,2,4,5,3,2,1,4,1,3,3,4,3,4,4,3,3,4,5,4,3,4,4,4,2,2,6,1,4,3,2,2,2,1,2,5,3,2,1,4,4,1,4,2,3,1,1,3,4,3,2,4,4,5,3,4,3,1,10000,3,3,0,0,7,6,8,6
001022003,mexico_chapingo,12H 10M 0S,13H 18M 0S,2022-06-21,31.1417910447761,100,20,5,Male,5,1,22,3,4,1,B,1,1,2,1,2,16,20,16,23,6,1,5,6,4,2,3,9,6,2,8,7,1,8,2,18,10,9,3,720,9,1,2,1,10,1,9,1,10,1,10,1,1,11,6,1,18,190,9.5,1,NA,12 0,12,13,Male,19,4,texcoco,cooperativa,cuahutepec harinas,primera de santa anna,DICEA,LAN,5,1,246,0,0,Catholic,6,8,1,No,12356,4,2,1,2,1,4,3,3,2,3,2,2,3,2,2,3,2,3,4,4,3,4,3,3,2,5,4,4,5,5,3,2,6,1,2,3,2,2,2,3,2,5,5,2,1,5,5,1,4,2,1,1,1,2,3,2,3,1,3,5,4,2,1,3,45000,3,0,0,0,9,9,7,3
001022004,mexico_chapingo,12H 10M 0S,13H 18M 0S,2022-06-21,31.1417910447761,100,20,5,Male,5,1,22,4,3,NA,B,1,1,2,1,2,16,20,16,23,5,1,6,7,2,3,1,8,10,5,15,6,3,9,0,0,5,7,4,720,9,1,2,1,10,1,8,1,9,2,20,4,1,21.5,6,1,0,100,5,1,NA,12 0,12,13,Male,16,4,texcoco,san miguel tlaixpan,texcoco,san miguel tlaixipan,preparatoria,NA,4,NA,246,0,0,Catholic,46,5,3,No,1234,2,3,2,4,3,2,2,4,3,5,2,4,1,4,1,3,4,4,3,NA,3,3,2,3,4,3,2,3,4,4,2,1,6,2,4,4,4,4,4,4,3,5,4,3,1,3,NA,1,5,2,2,1,1,3,2,3,2,4,4,5,4,4,3,1,210000,3,1,1,1,4,5,5,5
001022005,mexico_chapingo,12H 10M 0S,13H 18M 0S,2022-06-21,31.1417910447761,100,20,5,Female,5,1,22,5,6,7,B,1,1,2,1,2,16,16,12,18,5,4,3,5,5,2,5,10,8,3,11,6,4,10,1,10,8,9,4,60,5,4,3,2,7,1,5,2,7,1,7,2,1,14.5,6,1,10,150,7.5,1,NA,1 0,12,13,Female,19,5,ixtapaluca,san buenaventura,ixtapaluca,san buenaventura,suelos,ingenieria en recursos naturales renovables,5,1,246,0,0,Catholic,6,7,1,No,36,3,3,3,5,4,2,3,4,3,5,2,4,3,3,4,3,4,3,3,2,3,4,3,2,4,4,2,3,4,4,3,2,6,2,3,3,3,2,2,1,2,5,4,3,1,4,4,5,5,1,1,1,1,3,3,4,4,3,3,5,3,2,3,1,100000,3,3,0,3,7,8,7,4
001022006,mexico_chapingo,12H 10M 0S,13H 18M 0S,2022-06-21,31.1417910447761,100,20,5,Male,5,1,22,6,5,NA,B,1,1,1,2,1,16,20,20,21,8,0,4,6,2,4,4,10,7,4,11,5,5,10,1,10,8,9,3,180,6,5,1,3,9,0,8,1,9,NA,9,3,1,18,6,1,10,150,7.5,1,NA,3 0,12,13,Male,19,5,atenco,santa rosa,atenco,santa rosa,suelos,IRNR,7,1,246,0,0,Non-religious,6,5,3,Yes,36,4,4,3,3,3,3,3,4,2,3,1,3,2,3,3,2,2,3,3,2,3,3,3,2,3,4,4,4,4,4,3,3,6,1,3,3,2,2,2,3,3,3,5,3,1,4,4,1,5,1,1,1,1,4,4,3,4,2,2,5,3,2,3,3,NA,2,7,0,0,8,8,8,4
001022007,mexico_chapingo,12H 10M 0S,13H 18M 0S,2022-06-21,31.1417910447761,100,20,5,Female,5,1,22,7,9,5,B,1,2,1,2,1,16,20,20,21,5,0,7,6,1,5,3,9,5,4,9,5,5,10,0,0,7,10,5,120,6,1,5,5,11,1,6,5,11,1,11,3,1,18,6,1,0,100,5,1,NA,2 0,12,13,Female,16,4,texcoco,san miguel tlaixpan,texcoco,san miguel tlaixpan,preparatoria,NA,5,1,24612,0,0,Catholic,6,8,3,No,3,5,4,2,3,2,5,5,5,2,4,1,3,3,3,1,3,4,3,4,3,3,3,3,3,2,4,NA,5,3,5,2,3,6,1,2,2,1,1,2,3,1,5,5,1,1,4,3,1,5,1,1,1,1,3,3,2,3,1,5,5,3,1,2,3,5000,5,1,1,0,9,9,8,8
